t_s,T_air_C,C_env
9.915000000000000000e+03,4.999250000000000682e+01,4.995999999999999747e-02
9.920000000000000000e+03,5.001166666666665606e+01,4.998333333333333101e-02
9.925000000000000000e+03,5.003083333333336213e+01,5.000666666666666454e-02
9.930000000000000000e+03,5.005000000000001137e+01,5.002999999999999808e-02
9.935000000000000000e+03,5.006916666666666060e+01,5.005333333333333162e-02
9.940000000000000000e+03,5.008833333333336668e+01,5.007666666666666516e-02
9.945000000000000000e+03,5.010750000000001592e+01,5.009999999999999870e-02
9.950000000000000000e+03,5.012666666666666515e+01,5.012333333333333224e-02
9.955000000000000000e+03,5.014583333333337123e+01,5.014666666666666578e-02
9.960000000000000000e+03,5.016500000000002046e+01,5.016999999999999932e-02
9.965000000000000000e+03,5.016408333333333758e+01,5.013916666666666522e-02
9.970000000000000000e+03,5.016316666666671154e+01,5.010833333333333112e-02
9.975000000000000000e+03,5.016225000000002865e+01,5.007749999999999702e-02
9.980000000000000000e+03,5.016133333333334576e+01,5.004666666666666291e-02
9.985000000000000000e+03,5.016041666666666288e+01,5.001583333333332881e-02
9.990000000000000000e+03,5.015949999999997999e+01,4.998500000000000165e-02
9.995000000000000000e+03,5.015858333333335395e+01,4.995416666666666755e-02
1.000000000000000000e+04,5.015766666666667106e+01,4.992333333333333345e-02
1.000500000000000000e+04,5.015674999999998818e+01,4.989249999999999935e-02
1.001000000000000000e+04,5.015583333333336213e+01,4.986166666666666525e-02
1.001500000000000000e+04,5.015491666666667925e+01,4.983083333333333115e-02
1.002000000000000000e+04,5.015399999999999636e+01,4.979999999999999705e-02
1.002500000000000000e+04,5.013358333333331984e+01,4.983749999999999986e-02
1.003000000000000000e+04,5.011316666666664332e+01,4.987499999999999573e-02
1.003500000000000000e+04,5.009275000000002365e+01,4.991249999999999853e-02
1.004000000000000000e+04,5.007233333333334713e+01,4.995000000000000134e-02
1.004500000000000000e+04,5.005191666666667061e+01,4.998749999999999721e-02
1.005000000000000000e+04,5.003149999999999409e+01,5.002500000000000002e-02
1.005500000000000000e+04,5.001108333333331757e+01,5.006250000000000283e-02
1.006000000000000000e+04,4.999066666666664105e+01,5.009999999999999870e-02
1.006500000000000000e+04,4.997024999999996453e+01,5.013750000000000151e-02
1.007000000000000000e+04,4.994983333333334485e+01,5.017500000000000432e-02
1.007500000000000000e+04,4.992941666666666833e+01,5.021250000000000019e-02
1.008000000000000000e+04,4.990899999999999181e+01,5.025000000000000300e-02
1.008500000000000000e+04,4.993541666666664014e+01,5.023583333333333373e-02
1.009000000000000000e+04,4.996183333333334531e+01,5.022166666666667140e-02
1.009500000000000000e+04,4.998824999999999363e+01,5.020750000000000213e-02
1.010000000000000000e+04,5.001466666666664196e+01,5.019333333333333286e-02
1.010500000000000000e+04,5.004108333333334713e+01,5.017916666666667053e-02
1.011000000000000000e+04,5.006749999999999545e+01,5.016500000000000126e-02
1.011500000000000000e+04,5.009391666666664378e+01,5.015083333333333199e-02
1.012000000000000000e+04,5.012033333333334895e+01,5.013666666666666966e-02
1.012500000000000000e+04,5.014674999999999727e+01,5.012250000000000039e-02
1.013000000000000000e+04,5.017316666666664560e+01,5.010833333333333112e-02
1.013500000000000000e+04,5.019958333333335077e+01,5.009416666666666879e-02
1.014000000000000000e+04,5.022599999999999909e+01,5.007999999999999952e-02
1.014500000000000000e+04,5.019841666666667379e+01,5.007999999999999952e-02
1.015000000000000000e+04,5.017083333333334849e+01,5.007999999999999952e-02
1.015500000000000000e+04,5.014324999999996635e+01,5.007999999999999952e-02
1.016000000000000000e+04,5.011566666666664105e+01,5.007999999999999952e-02
1.016500000000000000e+04,5.008808333333331575e+01,5.007999999999999952e-02
1.017000000000000000e+04,5.006049999999999045e+01,5.007999999999999952e-02
1.017500000000000000e+04,5.003291666666666515e+01,5.007999999999999952e-02
1.018000000000000000e+04,5.000533333333333985e+01,5.007999999999999952e-02
1.018500000000000000e+04,4.997774999999995771e+01,5.007999999999999952e-02
1.019000000000000000e+04,4.995016666666663241e+01,5.007999999999999952e-02
1.019500000000000000e+04,4.992258333333330711e+01,5.007999999999999952e-02
1.020000000000000000e+04,4.989499999999998181e+01,5.007999999999999952e-02
1.020500000000000000e+04,4.990441666666663423e+01,5.005666666666666598e-02
1.021000000000000000e+04,4.991383333333328665e+01,5.003333333333333244e-02
1.021500000000000000e+04,4.992324999999999591e+01,5.000999999999999890e-02
1.022000000000000000e+04,4.993266666666664833e+01,4.998666666666666536e-02
1.022500000000000000e+04,4.994208333333330074e+01,4.996333333333333182e-02
1.023000000000000000e+04,4.995150000000001000e+01,4.993999999999999828e-02
1.023500000000000000e+04,4.996091666666666242e+01,4.991666666666666474e-02
1.024000000000000000e+04,4.997033333333331484e+01,4.989333333333333120e-02
1.024500000000000000e+04,4.997974999999996726e+01,4.986999999999999766e-02
1.025000000000000000e+04,4.998916666666661968e+01,4.984666666666666412e-02
1.025500000000000000e+04,4.999858333333332894e+01,4.982333333333333059e-02
1.026000000000000000e+04,5.000799999999998136e+01,4.979999999999999705e-02
1.026500000000000000e+04,4.999716666666665787e+01,4.983333333333333365e-02
1.027000000000000000e+04,4.998633333333333439e+01,4.986666666666666331e-02
1.027500000000000000e+04,4.997550000000001091e+01,4.989999999999999991e-02
1.028000000000000000e+04,4.996466666666663059e+01,4.993333333333332957e-02
1.028500000000000000e+04,4.995383333333330711e+01,4.996666666666666617e-02
1.029000000000000000e+04,4.994299999999998363e+01,5.000000000000000278e-02
1.029500000000000000e+04,4.993216666666666015e+01,5.003333333333333244e-02
1.030000000000000000e+04,4.992133333333333667e+01,5.006666666666666904e-02
1.030500000000000000e+04,4.991050000000001319e+01,5.009999999999999870e-02
1.031000000000000000e+04,4.989966666666663286e+01,5.013333333333333530e-02
1.031500000000000000e+04,4.988883333333330938e+01,5.016666666666666496e-02
1.032000000000000000e+04,4.987799999999998590e+01,5.020000000000000157e-02
1.032500000000000000e+04,4.990633333333335031e+01,5.016333333333333755e-02
1.033000000000000000e+04,4.993466666666665787e+01,5.012666666666666659e-02
1.033500000000000000e+04,4.996299999999996544e+01,5.009000000000000258e-02
1.034000000000000000e+04,4.999133333333332985e+01,5.005333333333333162e-02
1.034500000000000000e+04,5.001966666666669425e+01,5.001666666666666761e-02
1.035000000000000000e+04,5.004800000000000182e+01,4.997999999999999665e-02
1.035500000000000000e+04,5.007633333333330938e+01,4.994333333333333264e-02
1.036000000000000000e+04,5.010466666666667379e+01,4.990666666666666862e-02
1.036500000000000000e+04,5.013300000000003820e+01,4.986999999999999766e-02
1.037000000000000000e+04,5.016133333333334576e+01,4.983333333333333365e-02
1.037500000000000000e+04,5.018966666666665333e+01,4.979666666666666269e-02
1.038000000000000000e+04,5.021800000000001774e+01,4.975999999999999868e-02
1.038500000000000000e+04,5.018583333333333485e+01,4.976916666666666295e-02
1.039000000000000000e+04,5.015366666666670881e+01,4.977833333333333415e-02
1.039500000000000000e+04,5.012150000000002592e+01,4.978749999999999842e-02
1.040000000000000000e+04,5.008933333333334303e+01,4.979666666666666269e-02
1.040500000000000000e+04,5.005716666666666015e+01,4.980583333333333390e-02
1.041000000000000000e+04,5.002499999999997726e+01,4.981499999999999817e-02
1.041500000000000000e+04,4.999283333333335122e+01,4.982416666666666244e-02
1.042000000000000000e+04,4.996066666666666833e+01,4.983333333333333365e-02
1.042500000000000000e+04,4.992849999999998545e+01,4.984249999999999792e-02
1.043000000000000000e+04,4.989633333333335941e+01,4.985166666666666219e-02
1.043500000000000000e+04,4.986416666666667652e+01,4.986083333333333339e-02
1.044000000000000000e+04,4.983199999999999363e+01,4.986999999999999766e-02
1.044500000000000000e+04,4.982699999999999818e+01,4.986583333333333146e-02
1.045000000000000000e+04,4.982200000000000273e+01,4.986166666666666525e-02
1.045500000000000000e+04,4.981700000000000728e+01,4.985749999999999904e-02
1.046000000000000000e+04,4.981200000000001182e+01,4.985333333333333283e-02
1.046500000000000000e+04,4.980700000000001637e+01,4.984916666666666663e-02
1.047000000000000000e+04,4.980199999999996407e+01,4.984500000000000042e-02
1.047500000000000000e+04,4.979699999999996862e+01,4.984083333333333421e-02
1.048000000000000000e+04,4.979199999999997317e+01,4.983666666666666800e-02
1.048500000000000000e+04,4.978699999999997772e+01,4.983250000000000179e-02
1.049000000000000000e+04,4.978199999999998226e+01,4.982833333333333559e-02
1.049500000000000000e+04,4.977699999999998681e+01,4.982416666666666938e-02
1.050000000000000000e+04,4.977199999999999136e+01,4.982000000000000317e-02
1.050500000000000000e+04,4.978833333333329847e+01,4.984666666666667106e-02
1.051000000000000000e+04,4.980466666666666242e+01,4.987333333333333896e-02
1.051500000000000000e+04,4.982100000000002638e+01,4.989999999999999991e-02
1.052000000000000000e+04,4.983733333333333348e+01,4.992666666666666780e-02
1.052500000000000000e+04,4.985366666666664059e+01,4.995333333333333570e-02
1.053000000000000000e+04,4.987000000000000455e+01,4.997999999999999665e-02
1.053500000000000000e+04,4.988633333333336850e+01,5.000666666666666454e-02
1.054000000000000000e+04,4.990266666666667561e+01,5.003333333333333244e-02
1.054500000000000000e+04,4.991899999999998272e+01,5.006000000000000033e-02
1.055000000000000000e+04,4.993533333333334667e+01,5.008666666666666822e-02
1.055500000000000000e+04,4.995166666666671063e+01,5.011333333333332918e-02
1.056000000000000000e+04,4.996800000000001774e+01,5.013999999999999707e-02
1.056500000000000000e+04,4.999116666666668607e+01,5.011583333333333168e-02
1.057000000000000000e+04,5.001433333333335440e+01,5.009166666666666629e-02
1.057500000000000000e+04,5.003750000000002274e+01,5.006750000000000089e-02
1.058000000000000000e+04,5.006066666666669107e+01,5.004333333333332856e-02
1.058500000000000000e+04,5.008383333333335941e+01,5.001916666666666317e-02
1.059000000000000000e+04,5.010699999999997090e+01,4.999499999999999778e-02
1.059500000000000000e+04,5.013016666666663923e+01,4.997083333333333238e-02
1.060000000000000000e+04,5.015333333333330756e+01,4.994666666666666699e-02
1.060500000000000000e+04,5.017649999999997590e+01,4.992249999999999466e-02
1.061000000000000000e+04,5.019966666666664423e+01,4.989833333333332926e-02
1.061500000000000000e+04,5.022283333333331257e+01,4.987416666666666387e-02
1.062000000000000000e+04,5.024599999999998090e+01,4.984999999999999848e-02
1.062500000000000000e+04,5.024183333333331802e+01,4.988000000000000073e-02
1.063000000000000000e+04,5.023766666666665515e+01,4.990999999999999603e-02
1.063500000000000000e+04,5.023349999999999227e+01,4.993999999999999828e-02
1.064000000000000000e+04,5.022933333333332939e+01,4.997000000000000053e-02
1.064500000000000000e+04,5.022516666666666652e+01,4.999999999999999584e-02
1.065000000000000000e+04,5.022100000000000364e+01,5.002999999999999808e-02
1.065500000000000000e+04,5.021683333333334076e+01,5.006000000000000033e-02
1.066000000000000000e+04,5.021266666666667788e+01,5.008999999999999564e-02
1.066500000000000000e+04,5.020850000000001501e+01,5.011999999999999789e-02
1.067000000000000000e+04,5.020433333333335213e+01,5.015000000000000013e-02
1.067500000000000000e+04,5.020016666666668925e+01,5.017999999999999544e-02
1.068000000000000000e+04,5.019600000000002638e+01,5.020999999999999769e-02
1.068500000000000000e+04,5.019000000000005457e+01,5.019916666666666277e-02
1.069000000000000000e+04,5.018400000000002592e+01,5.018833333333333480e-02
1.069500000000000000e+04,5.017799999999999727e+01,5.017749999999999988e-02
1.070000000000000000e+04,5.017200000000002547e+01,5.016666666666666496e-02
1.070500000000000000e+04,5.016600000000005366e+01,5.015583333333333005e-02
1.071000000000000000e+04,5.016000000000002501e+01,5.014499999999999513e-02
1.071500000000000000e+04,5.015399999999999636e+01,5.013416666666666716e-02
1.072000000000000000e+04,5.014800000000002456e+01,5.012333333333333224e-02
1.072500000000000000e+04,5.014200000000005275e+01,5.011249999999999732e-02
1.073000000000000000e+04,5.013600000000002410e+01,5.010166666666666935e-02
1.073500000000000000e+04,5.012999999999999545e+01,5.009083333333333443e-02
1.074000000000000000e+04,5.012400000000002365e+01,5.007999999999999952e-02
1.074500000000000000e+04,5.012991666666670199e+01,5.005416666666666348e-02
1.075000000000000000e+04,5.013583333333338032e+01,5.002833333333333438e-02
1.075500000000000000e+04,5.014175000000000182e+01,5.000249999999999834e-02
1.076000000000000000e+04,5.014766666666668016e+01,4.997666666666666924e-02
1.076500000000000000e+04,5.015358333333335850e+01,4.995083333333333320e-02
1.077000000000000000e+04,5.015949999999997999e+01,4.992499999999999716e-02
1.077500000000000000e+04,5.016541666666665833e+01,4.989916666666666806e-02
1.078000000000000000e+04,5.017133333333333667e+01,4.987333333333333202e-02
1.078500000000000000e+04,5.017725000000001501e+01,4.984750000000000292e-02
1.079000000000000000e+04,5.018316666666669335e+01,4.982166666666666688e-02
1.079500000000000000e+04,5.018908333333331484e+01,4.979583333333333778e-02
1.080000000000000000e+04,5.019499999999999318e+01,4.977000000000000174e-02
1.080500000000000000e+04,5.019516666666663696e+01,4.976833333333333803e-02
1.081000000000000000e+04,5.019533333333333758e+01,4.976666666666666738e-02
1.081500000000000000e+04,5.019549999999998136e+01,4.976500000000000368e-02
1.082000000000000000e+04,5.019566666666668198e+01,4.976333333333333303e-02
1.082500000000000000e+04,5.019583333333332575e+01,4.976166666666666932e-02
1.083000000000000000e+04,5.019600000000002638e+01,4.975999999999999868e-02
1.083500000000000000e+04,5.019616666666667015e+01,4.975833333333333497e-02
1.084000000000000000e+04,5.019633333333331393e+01,4.975666666666667126e-02
1.084500000000000000e+04,5.019650000000001455e+01,4.975500000000000062e-02
1.085000000000000000e+04,5.019666666666665833e+01,4.975333333333333691e-02
1.085500000000000000e+04,5.019683333333335895e+01,4.975166666666666626e-02
1.086000000000000000e+04,5.019700000000000273e+01,4.975000000000000255e-02
1.086500000000000000e+04,5.018133333333332757e+01,4.975250000000000505e-02
1.087000000000000000e+04,5.016566666666665242e+01,4.975500000000000062e-02
1.087500000000000000e+04,5.014999999999997726e+01,4.975750000000000312e-02
1.088000000000000000e+04,5.013433333333335895e+01,4.975999999999999868e-02
1.088500000000000000e+04,5.011866666666668380e+01,4.976250000000000118e-02
1.089000000000000000e+04,5.010300000000000864e+01,4.976500000000000368e-02
1.089500000000000000e+04,5.008733333333333348e+01,4.976749999999999924e-02
1.090000000000000000e+04,5.007166666666665833e+01,4.977000000000000174e-02
1.090500000000000000e+04,5.005600000000004002e+01,4.977249999999999730e-02
1.091000000000000000e+04,5.004033333333336486e+01,4.977499999999999980e-02
1.091500000000000000e+04,5.002466666666668971e+01,4.977749999999999536e-02
1.092000000000000000e+04,5.000900000000001455e+01,4.977999999999999786e-02
1.092500000000000000e+04,5.000058333333333849e+01,4.980249999999999955e-02
1.093000000000000000e+04,4.999216666666666242e+01,4.982499999999999429e-02
1.093500000000000000e+04,4.998374999999998636e+01,4.984749999999999598e-02
1.094000000000000000e+04,4.997533333333336714e+01,4.986999999999999766e-02
1.094500000000000000e+04,4.996691666666669107e+01,4.989249999999999935e-02
1.095000000000000000e+04,4.995850000000001501e+01,4.991500000000000103e-02
1.095500000000000000e+04,4.995008333333333894e+01,4.993749999999999578e-02
1.096000000000000000e+04,4.994166666666666288e+01,4.995999999999999747e-02
1.096500000000000000e+04,4.993325000000004366e+01,4.998249999999999915e-02
1.097000000000000000e+04,4.992483333333336759e+01,5.000499999999999390e-02
1.097500000000000000e+04,4.991641666666669153e+01,5.002749999999999558e-02
1.098000000000000000e+04,4.990800000000001546e+01,5.004999999999999727e-02
1.098500000000000000e+04,4.992700000000002092e+01,5.005833333333332968e-02
1.099000000000000000e+04,4.994600000000002638e+01,5.006666666666666210e-02
1.099500000000000000e+04,4.996500000000003183e+01,5.007499999999999452e-02
1.100000000000000000e+04,4.998400000000003729e+01,5.008333333333333387e-02
1.100500000000000000e+04,5.000300000000004275e+01,5.009166666666666629e-02
1.101000000000000000e+04,5.002200000000004820e+01,5.009999999999999870e-02
1.101500000000000000e+04,5.004099999999999682e+01,5.010833333333333112e-02
1.102000000000000000e+04,5.006000000000000227e+01,5.011666666666666353e-02
1.102500000000000000e+04,5.007900000000000773e+01,5.012500000000000289e-02
1.103000000000000000e+04,5.009800000000001319e+01,5.013333333333333530e-02
1.103500000000000000e+04,5.011700000000001864e+01,5.014166666666666772e-02
1.104000000000000000e+04,5.013600000000002410e+01,5.015000000000000013e-02
1.104500000000000000e+04,5.013141666666666652e+01,5.012666666666666659e-02
1.105000000000000000e+04,5.012683333333336577e+01,5.010333333333333306e-02
1.105500000000000000e+04,5.012225000000000819e+01,5.007999999999999952e-02
1.106000000000000000e+04,5.011766666666670744e+01,5.005666666666666598e-02
1.106500000000000000e+04,5.011308333333334986e+01,5.003333333333333244e-02
1.107000000000000000e+04,5.010850000000004911e+01,5.000999999999999890e-02
1.107500000000000000e+04,5.010391666666669153e+01,4.998666666666666536e-02
1.108000000000000000e+04,5.009933333333333394e+01,4.996333333333333182e-02
1.108500000000000000e+04,5.009475000000003320e+01,4.993999999999999828e-02
1.109000000000000000e+04,5.009016666666667561e+01,4.991666666666666474e-02
1.109500000000000000e+04,5.008558333333337487e+01,4.989333333333333120e-02
1.110000000000000000e+04,5.008100000000001728e+01,4.986999999999999766e-02
1.110500000000000000e+04,5.006900000000001683e+01,4.989499999999999491e-02
1.111000000000000000e+04,5.005700000000001637e+01,4.991999999999999910e-02
1.111500000000000000e+04,5.004500000000001592e+01,4.994499999999999634e-02
1.112000000000000000e+04,5.003300000000001546e+01,4.997000000000000053e-02
1.112500000000000000e+04,5.002100000000001501e+01,4.999499999999999778e-02
1.113000000000000000e+04,5.000900000000001455e+01,5.001999999999999502e-02
1.113500000000000000e+04,4.999700000000001410e+01,5.004499999999999921e-02
1.114000000000000000e+04,4.998500000000001364e+01,5.006999999999999645e-02
1.114500000000000000e+04,4.997300000000001319e+01,5.009500000000000064e-02
1.115000000000000000e+04,4.996100000000001273e+01,5.011999999999999789e-02
1.115500000000000000e+04,4.994900000000001228e+01,5.014500000000000207e-02
1.116000000000000000e+04,4.993700000000001182e+01,5.016999999999999932e-02
1.116500000000000000e+04,4.992533333333335577e+01,5.013750000000000151e-02
1.117000000000000000e+04,4.991366666666669971e+01,5.010499999999999676e-02
1.117500000000000000e+04,4.990200000000004366e+01,5.007249999999999895e-02
1.118000000000000000e+04,4.989033333333333076e+01,5.004000000000000115e-02
1.118500000000000000e+04,4.987866666666667470e+01,5.000749999999999640e-02
1.119000000000000000e+04,4.986700000000001864e+01,4.997499999999999859e-02
1.119500000000000000e+04,4.985533333333336259e+01,4.994250000000000078e-02
1.120000000000000000e+04,4.984366666666670653e+01,4.990999999999999603e-02
1.120500000000000000e+04,4.983199999999999363e+01,4.987749999999999823e-02
1.121000000000000000e+04,4.982033333333333758e+01,4.984500000000000042e-02
1.121500000000000000e+04,4.980866666666668152e+01,4.981249999999999567e-02
1.122000000000000000e+04,4.979700000000002547e+01,4.977999999999999786e-02
1.122500000000000000e+04,4.982416666666671290e+01,4.981083333333333196e-02
1.123000000000000000e+04,4.985133333333334349e+01,4.984166666666666606e-02
1.123500000000000000e+04,4.987850000000003092e+01,4.987250000000000016e-02
1.124000000000000000e+04,4.990566666666666151e+01,4.990333333333333427e-02
1.124500000000000000e+04,4.993283333333334895e+01,4.993416666666666837e-02
1.125000000000000000e+04,4.996000000000003638e+01,4.996499999999999553e-02
1.125500000000000000e+04,4.998716666666666697e+01,4.999583333333332963e-02
1.126000000000000000e+04,5.001433333333335440e+01,5.002666666666666373e-02
1.126500000000000000e+04,5.004149999999998499e+01,5.005749999999999783e-02
1.127000000000000000e+04,5.006866666666667243e+01,5.008833333333333193e-02
1.127500000000000000e+04,5.009583333333330302e+01,5.011916666666666603e-02
1.128000000000000000e+04,5.012299999999999045e+01,5.015000000000000013e-02
1.128500000000000000e+04,5.010283333333330802e+01,5.015499999999999819e-02
1.129000000000000000e+04,5.008266666666668243e+01,5.015999999999999626e-02
1.129500000000000000e+04,5.006250000000000000e+01,5.016500000000000126e-02
1.130000000000000000e+04,5.004233333333331757e+01,5.016999999999999932e-02
1.130500000000000000e+04,5.002216666666663514e+01,5.017499999999999738e-02
1.131000000000000000e+04,5.000200000000000955e+01,5.018000000000000238e-02
1.131500000000000000e+04,4.998183333333332712e+01,5.018500000000000044e-02
1.132000000000000000e+04,4.996166666666664469e+01,5.018999999999999850e-02
1.132500000000000000e+04,4.994149999999996226e+01,5.019499999999999656e-02
1.133000000000000000e+04,4.992133333333333667e+01,5.019999999999999463e-02
1.133500000000000000e+04,4.990116666666665424e+01,5.020499999999999963e-02
1.134000000000000000e+04,4.988099999999997181e+01,5.020999999999999769e-02
1.134500000000000000e+04,4.990908333333328528e+01,5.020416666666666083e-02
1.135000000000000000e+04,4.993716666666665560e+01,5.019833333333333092e-02
1.135500000000000000e+04,4.996524999999996908e+01,5.019250000000000100e-02
1.136000000000000000e+04,4.999333333333333940e+01,5.018666666666666415e-02
1.136500000000000000e+04,5.002141666666665287e+01,5.018083333333332730e-02
1.137000000000000000e+04,5.004949999999996635e+01,5.017499999999999738e-02
1.137500000000000000e+04,5.007758333333333667e+01,5.016916666666666746e-02
1.138000000000000000e+04,5.010566666666665014e+01,5.016333333333333061e-02
1.138500000000000000e+04,5.013375000000002046e+01,5.015749999999999376e-02
1.139000000000000000e+04,5.016183333333333394e+01,5.015166666666666384e-02
1.139500000000000000e+04,5.018991666666670426e+01,5.014583333333333393e-02
1.140000000000000000e+04,5.021800000000001774e+01,5.013999999999999707e-02
1.140500000000000000e+04,5.018900000000002137e+01,5.013666666666666272e-02
1.141000000000000000e+04,5.016000000000002501e+01,5.013333333333332836e-02
1.141500000000000000e+04,5.013100000000002865e+01,5.012999999999999401e-02
1.142000000000000000e+04,5.010200000000003229e+01,5.012666666666666659e-02
1.142500000000000000e+04,5.007300000000003593e+01,5.012333333333333224e-02
1.143000000000000000e+04,5.004399999999998272e+01,5.011999999999999789e-02
1.143500000000000000e+04,5.001499999999998636e+01,5.011666666666666353e-02
1.144000000000000000e+04,4.998599999999999000e+01,5.011333333333332918e-02
1.144500000000000000e+04,4.995699999999999363e+01,5.011000000000000176e-02
1.145000000000000000e+04,4.992799999999999727e+01,5.010666666666666741e-02
1.145500000000000000e+04,4.989900000000000091e+01,5.010333333333333306e-02
1.146000000000000000e+04,4.987000000000000455e+01,5.009999999999999870e-02
1.146500000000000000e+04,4.986508333333335941e+01,5.010583333333333556e-02
1.147000000000000000e+04,4.986016666666665742e+01,5.011166666666666547e-02
1.147500000000000000e+04,4.985525000000001228e+01,5.011749999999999539e-02
1.148000000000000000e+04,4.985033333333331029e+01,5.012333333333333224e-02
1.148500000000000000e+04,4.984541666666666515e+01,5.012916666666666909e-02
1.149000000000000000e+04,4.984050000000002001e+01,5.013499999999999901e-02
1.149500000000000000e+04,4.983558333333331802e+01,5.014083333333332893e-02
1.150000000000000000e+04,4.983066666666667288e+01,5.014666666666666578e-02
1.150500000000000000e+04,4.982574999999997090e+01,5.015250000000000263e-02
1.151000000000000000e+04,4.982083333333332575e+01,5.015833333333333255e-02
1.151500000000000000e+04,4.981591666666662377e+01,5.016416666666666246e-02
1.152000000000000000e+04,4.981099999999997863e+01,5.016999999999999932e-02
1.152500000000000000e+04,4.984058333333331348e+01,5.013666666666666272e-02
1.153000000000000000e+04,4.987016666666664833e+01,5.010333333333333306e-02
1.153500000000000000e+04,4.989974999999998317e+01,5.007000000000000339e-02
1.154000000000000000e+04,4.992933333333331802e+01,5.003666666666666679e-02
1.154500000000000000e+04,4.995891666666665287e+01,5.000333333333333019e-02
1.155000000000000000e+04,4.998849999999998772e+01,4.997000000000000053e-02
1.155500000000000000e+04,5.001808333333332257e+01,4.993666666666667087e-02
1.156000000000000000e+04,5.004766666666665742e+01,4.990333333333333427e-02
1.156500000000000000e+04,5.007724999999999227e+01,4.986999999999999766e-02
1.157000000000000000e+04,5.010683333333332712e+01,4.983666666666666800e-02
1.157500000000000000e+04,5.013641666666666197e+01,4.980333333333333834e-02
1.158000000000000000e+04,5.016599999999999682e+01,4.977000000000000174e-02
1.158500000000000000e+04,5.013774999999998272e+01,4.977666666666667045e-02
1.159000000000000000e+04,5.010950000000002547e+01,4.978333333333333222e-02
1.159500000000000000e+04,5.008125000000001137e+01,4.979000000000000092e-02
1.160000000000000000e+04,5.005299999999999727e+01,4.979666666666666963e-02
1.160500000000000000e+04,5.002474999999998317e+01,4.980333333333333140e-02
1.161000000000000000e+04,4.999649999999996908e+01,4.981000000000000011e-02
1.161500000000000000e+04,4.996825000000001182e+01,4.981666666666666882e-02
1.162000000000000000e+04,4.993999999999999773e+01,4.982333333333333059e-02
1.162500000000000000e+04,4.991174999999998363e+01,4.982999999999999929e-02
1.163000000000000000e+04,4.988350000000002638e+01,4.983666666666666800e-02
1.163500000000000000e+04,4.985525000000001228e+01,4.984333333333332977e-02
1.164000000000000000e+04,4.982699999999999818e+01,4.984999999999999848e-02
1.164500000000000000e+04,4.982808333333332484e+01,4.984666666666666412e-02
1.165000000000000000e+04,4.982916666666665151e+01,4.984333333333332977e-02
1.165500000000000000e+04,4.983024999999997817e+01,4.983999999999999542e-02
1.166000000000000000e+04,4.983133333333336168e+01,4.983666666666666800e-02
1.166500000000000000e+04,4.983241666666668834e+01,4.983333333333333365e-02
1.167000000000000000e+04,4.983350000000001501e+01,4.982999999999999929e-02
1.167500000000000000e+04,4.983458333333334167e+01,4.982666666666666494e-02
1.168000000000000000e+04,4.983566666666666833e+01,4.982333333333333059e-02
1.168500000000000000e+04,4.983675000000005184e+01,4.982000000000000317e-02
1.169000000000000000e+04,4.983783333333337850e+01,4.981666666666666882e-02
1.169500000000000000e+04,4.983891666666670517e+01,4.981333333333333446e-02
1.170000000000000000e+04,4.984000000000003183e+01,4.981000000000000011e-02
1.170500000000000000e+04,4.985750000000001592e+01,4.982583333333333309e-02
1.171000000000000000e+04,4.987500000000000000e+01,4.984166666666666606e-02
1.171500000000000000e+04,4.989250000000004093e+01,4.985749999999999904e-02
1.172000000000000000e+04,4.991000000000002501e+01,4.987333333333333202e-02
1.172500000000000000e+04,4.992750000000000909e+01,4.988916666666666500e-02
1.173000000000000000e+04,4.994500000000005002e+01,4.990500000000000491e-02
1.173500000000000000e+04,4.996250000000003411e+01,4.992083333333333789e-02
1.174000000000000000e+04,4.998000000000001819e+01,4.993666666666667087e-02
1.174500000000000000e+04,4.999750000000000227e+01,4.995250000000000384e-02
1.175000000000000000e+04,5.001499999999998636e+01,4.996833333333333682e-02
1.175500000000000000e+04,5.003250000000002728e+01,4.998416666666666980e-02
1.176000000000000000e+04,5.005000000000001137e+01,5.000000000000000278e-02
1.176500000000000000e+04,5.006141666666667334e+01,5.000999999999999890e-02
1.177000000000000000e+04,5.007283333333333530e+01,5.002000000000000196e-02
1.177500000000000000e+04,5.008424999999999727e+01,5.003000000000000502e-02
1.178000000000000000e+04,5.009566666666665924e+01,5.004000000000000115e-02
1.178500000000000000e+04,5.010708333333332121e+01,5.004999999999999727e-02
1.179000000000000000e+04,5.011850000000004002e+01,5.006000000000000033e-02
1.179500000000000000e+04,5.012991666666670199e+01,5.007000000000000339e-02
1.180000000000000000e+04,5.014133333333336395e+01,5.007999999999999952e-02
1.180500000000000000e+04,5.015275000000002592e+01,5.008999999999999564e-02
1.181000000000000000e+04,5.016416666666668789e+01,5.009999999999999870e-02
1.181500000000000000e+04,5.017558333333334986e+01,5.011000000000000176e-02
1.182000000000000000e+04,5.018700000000001182e+01,5.011999999999999789e-02
1.182500000000000000e+04,5.015874999999999773e+01,5.011583333333333168e-02
1.183000000000000000e+04,5.013049999999998363e+01,5.011166666666666547e-02
1.183500000000000000e+04,5.010225000000002638e+01,5.010749999999999926e-02
1.184000000000000000e+04,5.007400000000001228e+01,5.010333333333333306e-02
1.184500000000000000e+04,5.004574999999999818e+01,5.009916666666666685e-02
1.185000000000000000e+04,5.001750000000004093e+01,5.009500000000000064e-02
